Title,Author,Pages,Publisher,Year,Image,Text,Field
 السنن المأثورة,للإمام محمد بن إدريس الشافعي,119, دار المعرفة - بيروت,١٤٠٧ هـ ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A8%D9%8E%D8%A7%D8%A8%D9%8F%20%D9%85%D9%8E%D8%A7%20%D8%AC%D9%8E%D8%A7%D8%A1%D9%8E%20%D9%81%D9%90%D9%8A%20%D8%A7%D9%84%D8%B5%D9%91%D9%8E%D9%84%D9%8E%D8%A7%D8%A9%D9%90%20%D9%81%D9%90%D9%8A%20%D8%A7%D9%84%D8%B3%D9%91%D9%8E%D9%81%D9%8E%D8%B1%D9%90.PNG?raw=true,"بَابُ مَا جَاءَ فِي الصَّلَاةِ فِي السَّفَرِ
١٢ - أَنْبَأَنَا إِسْمَاعِيلُ بْنُ إِبْرَاهِيمَ ⦗١١٩⦘، قَالَ: حَدَّثَنَا عَلِيُّ بْنُ زَيْدِ بْنِ جُدْعَانَ، عَنْ أَبِي نَضْرَةَ، قَالَ: مَرَّ عِمْرَانُ بْنُ حُصَيْنٍ بِمَجْلِسِنَا، فَقَامَ إِلَيْهِ فَتًى مِنَ الْقَوْمِ، فَسَأَلَهُ عَنْ صَلَاةِ رَسُولِ اللَّهِ ﷺ فِي الْغَزْوِ وَالْحَجِّ وَالْعُمْرَةِ، فَجَاءَ فَوَقَفَ عَلَيْنَا، فَقَالَ: إِنَّ هَذَا سَأَلَنِي عَنْ أَمْرٍ، فَأَرَدْتُ أَنْ تَسْمَعُوهُ، أَوْ كَمَا قَالَ:، غَزَوْتُ مَعَ رَسُولِ اللَّهِ ﷺ، فَلَمْ يُصَلِّ إِلَّا رَكْعَتَيْنِ حَتَّى رَجَعَ إِلَى الْمَدِينَةِ، وَحَجَجْتُ مَعَهُ، فَلَمْ يُصَلِّ إِلَّا رَكْعَتَيْنِ حَتَّى رَجَعَ إِلَى الْمَدِينَةِ، وَشَهِدْتُ مَعَهُ الْفَتْحَ، فَأَقَامَ بِمَكَّةَ ثَمَانِ عَشْرَةَ لَيْلَةً، لَا يُصَلِّي إِلَّا رَكْعَتَيْنِ، ثُمَّ يَقُولُ لِأَهْلِ الْبَلَدِ: «صَلُّوا أَرْبَعًا، فَإِنَّا سَفْرٌ»، وَاعْتَمَرْتُ مَعَهُ ثَلَاثَ عُمَرٍ لَا يُصَلِّي إِلَّا رَكْعَتَيْنِ وَحَجَجْتُ مَعَ أَبِي بَكْرٍ، وَغَزَوْتُ، فَلَمْ يُصَلِّ إِلَّا رَكْعَتَيْنِ حَتَّى رَجَعَ إِلَى الْمَدِينَةِ، وَحَجَجْتُ مَعَ عُمَرَ بْنِ الْخَطَّابِ حَجَّاتٍ، فَلَمْ يُصَلِّ إِلَّا رَكْعَتَيْنِ حَتَّى رَجَعَ إِلَى الْمَدِينَةِ، وَحَجَّ عُثْمَانُ سَبْعَ سِنِينَ مِنْ إِمَارَتِهِ لَا يُصَلِّي إِلَّا رَكْعَتَيْنِ، ثُمَّ صَلَّاهَا بِمِنًى أَرْبَعًا
١٣ - وَأَنْبَأَنَا عَبْدُ الْوَهَّابِ بْنُ عَبْدِ الْمَجِيدِ الثَّقَفِيُّ، عَنْ أَيُّوبَ السَّخْتِيَانِيِّ، عَنْ مُحَمَّدِ بْنِ سِيرِينَ، عَنِ ابْنِ عَبَّاسٍ، رضي الله عنه أَنَّ رَسُولَ اللَّهِ ﷺ كَانَ يُسَافَرُ مِنَ الْمَدِينَةِ إِلَى مَكَّةَ آمِنًا لَا يَخَافُ إِلَّا اللَّهَ عز وجل، يُصَلِّي رَكْعَتَيْنِ",كتب السنه
 السنن المأثورة (بَابُ مَا جَاءَ فِي صَلَاةِ الْكُسُوفِ),للإمام محمد بن إدريس الشافعي,139, دار المعرفة - بيروت,١٤٠٨ هـ ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A8%D9%8E%D8%A7%D8%A8%D9%8F%20%D9%85%D9%8E%D8%A7%20%D8%AC%D9%8E%D8%A7%D8%A1%D9%8E%20%D9%81%D9%90%D9%8A%20%D8%B5%D9%8E%D9%84%D9%8E%D8%A7%D8%A9%D9%90%20%D8%A7%D9%84%D9%92%D9%83%D9%8F%D8%B3%D9%8F%D9%88%D9%81%D9%90.PNG?raw=true,"بَابُ مَا جَاءَ فِي صَلَاةِ الْكُسُوفِ
٤٦ - أَنْبَأَنَا مَالِكُ بْنُ أَنَسٍ، عَنْ هِشَامِ بْنِ عُرْوَةَ، عَنْ أَبِيهِ، عَنْ عَائِشَةَ، أَنَّهَا قَالَتْ: خُسِفَتِ الشَّمْسُ فِي عَهْدِ رَسُولِ اللَّهِ ﷺ، فَصَلَّى رَسُولُ اللَّهِ ﷺ بِالنَّاسِ، فَقَامَ، فَأَطَالَ الْقِيَامَ، ثُمَّ رَكَعَ فَأَطَالَ الرُّكُوعَ، ثُمَّ قَامَ فَأَطَالَ الْقِيَامَ وَهُوَ دُونَ الْقِيَامِ الْأَوَّلِ، ثُمَّ رَكَعَ فَأَطَالَ الرُّكُوعَ وَهُوَ دُونَ الرُّكُوعِ الْأَوَّلِ، ثُمَّ رَفَعَ فَسَجَدَ، ثُمَّ فَعَلَ ذَلِكَ فِي الرَّكْعَةِ الْأُخْرَى مِثْلَ ذَلِكَ، ثُمَّ انْصَرَفَ، وَقَدْ تَجَلَّتِ الشَّمْسُ، فَخَطَبَ النَّاسَ، فَحَمِدَ اللَّهَ وَأَثْنَى عَلَيْهِ، ثُمَّ قَالَ: «إِنَّ الشَّمْسَ وَالْقَمَرَ آيَتَانِ مِنْ آيَاتِ اللَّهِ عز وجل، لَا يَخْسِفَانِ لِمَوْتِ أَحَدٍ وَلَا لِحَيَاتِهِ، فَإِذَا رَأَيْتُمْ ذَلِكَ فَادْعُوا اللَّهَ وَكَبِّرُوا وَتَصَدَّقُوا»، وَقَالَ: «يَا أُمَّةَ مُحَمَّدٍ، وَاللَّهِ، مَا مِنْ أَحَدٍ أَغْيَرَ مِنَ اللَّهِ عز وجل أَنْ يَزْنِيَ عَبْدُهُ أَوْ تَزْنِيَ أَمَتُهُ، يَا أُمَّةَ مُحَمَّدٍ، لَوْ تَعْلَمُونَ مَا أَعْلَمُ، لَضَحِكْتُمْ قَلِيلًا، وَلَبَكَيْتُمْ كَثِيرًا»",كتب السنه
 السنن المأثورة (بَابُ صيام رمضانِ),للإمام محمد بن إدريس الشافعي,232, دار المعرفة - بيروت,١٤٠٩ هـ ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A8%D8%A7%D8%A8%20%D8%B5%D9%8A%D8%A7%D9%85%20%D8%B1%D9%85%D8%B6%D8%A7%D9%86.PNG?raw=true,"بَاب صِيَام رَمَضَان
١٦٧ - حَدَّثَنَا سُفْيَانُ بْنُ عُيَيْنَةَ، عَنِ الزُّهْرِيِّ، عَنْ أَبِي سَلَمَةَ، عَنْ أَبِي هُرَيْرَةَ، أَنَّ النَّبِيَّ ﷺ قَالَ: «مَنْ صَامَ شَهْرَ رَمَضَانَ إِيمَانًا وَاحْتِسَابًا غُفِرَ لَهُ مَا تَقَدَّمَ مِنْ ذَنْبِهِ»
١٦٨ - أَنْبَأَنَا مَالِكُ، عَنِ ابْنِ شِهَابٍ، عَنْ حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ، عَنْ أَبِي هُرَيْرَةَ، أَنَّ رَسُولَ اللَّهِ ﷺ قَالَ: «مَنْ صَامَ رَمَضَانَ إِيمَانًا وَاحْتِسَابًا غُفِرَ لَهُ مَا تَقَدَّمَ مِنْ ذَنْبِهِ»",كتب السنه
 السنن المأثورة (باب الجها ),للإمام محمد بن إدريس الشافعي,432, دار المعرفة - بيروت,١٤١٠ هـ ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A8%D8%A7%D8%A8%20%D8%A7%D9%84%D8%AC%D9%87%D8%A7%D8%AF.PNG?raw=true,"بَابُ الْجِهَادِ
٦٤٤ - أَنْبَأَنَا مَالِكٌ، عَنْ يَحْيَى بْنِ سَعِيدٍ، عَنِ ابْنِ كَثِيرِ بْنِ أَفْلَحَ، عَنْ أَبِي مُحَمَّدٍ، مَوْلَى أَبِي قَتَادَةَ، عَنْ أَبِي قَتَادَةَ الْأَنْصَارِيِّ، أَنَّهُ قَالَ: خَرَجْنَا مَعَ رَسُولِ اللَّهِ ﷺ عَامَ حُنَيْنٍ فَلَمَّا الْتَقَيْنَا كَانَتْ لِلْمُسْلِمِينَ جَوْلَةٌ قَالَ: فَرَأَيْتُ رَجُلًا مِنَ الْمُشْرِكِينَ قَدْ عَلَا رَجُلًا مِنَ الْمُسْلِمِينَ قَالَ: فَاسْتَدَرْتُ لَهُ حَتَّى أَتَيْتُهُ مِنْ وَرَائِهِ حَتَّى ضَرَبْتُهُ عَلَى حَبْلِ عَاتِقِهِ ضَرْبَةً فَأَقْبَلَ عَلَيَّ فَضَمَّنِي ضَمَّةً حَتَّى وَجَدْتُ مِنْهَا رِيحَ الْمَوْتِ ثُمَّ أَدْرَكَهُ الْمَوْتُ فَأَرْسَلَنِي فَلحِقْتُ عُمَرَ بْنَ الْخَطَّابِ فَقُلْتُ: مَا بَالُ النَّاسِ فَقَالَ أَمْرُ اللَّهِ عز وجل ثُمَّ إِنَّ النَّاسَ رَجَعُوا فَقَالَ رَسُولُ اللَّهِ ﷺ: «مَنْ قَتَلَ قَتِيلًا لَهُ عَلَيْهِ بَيِّنَةٌ فَلَهُ سَلَبُهُ» فَقُمْتُ فَقُلْتُ: مَنْ يَشْهَدُ لِي؟ ثُمَّ جَلَسْتُ ثُمَّ قَالَ رَسُولُ اللَّهِ ﷺ ⦗٤٣٣⦘: «مَنْ قَتَلَ قَتِيلًا لَهُ عَلَيْهِ بَيِّنَةٌ فَلَهُ سَلَبُهُ» فَقُمْتُ وَقُلْتُ: مَنْ يَشْهَدُ لِي؟ ثُمَّ جَلَسْتُ ثُمَّ قَالَ فِي الثَّالِثَةِ فَقُمْتُ فَقَالَ رَسُولُ اللَّهِ ﷺ: «مَا لَكَ يَا أَبَا قَتَادَةَ؟» فَاقْتَصَصْتُ عَلَيْهِ الْقِصَّةَ فَقَالَ رَجُلٌ مِنَ الْقَوْمِ: صَدَقَ يَا رَسُولَ اللَّهِ وَسَلَبُ ذَلِكَ الْقَتِيلِ عِنْدِي فَأَرْضِهِ مِنْهُ قَالَ أَبُو بَكْرٍ الصِّدِّيقُ رضي الله عنه: لَاهَا اللَّهِ إِذًا لَا يَعْمِدُ إِلَى أَسَدٍ مِنْ أُسْدِ اللَّهِ يُقَاتِلُ عَنِ اللَّهِ وَعَنْ رَسُولِهِ فَيُعْطِيَكَ سَلَبَهُ، فَقَالَ رَسُولُ اللَّهِ ﷺ: «صَدَقَ فَأَعْطِهِ إِيَّاهُ» قَالَ أَبُو قَتَادَةَ: فَأَعْطَانِيهِ فَبِعْتُ الدِّرْعَ فَابْتَعْتُ بِهِ مَخْرَفًا فِي بَنِي سَلَمَةَ فَإِنَّهُ لَأَوَّلُ مَالٍ تَأَثَّلْتُهُ فِي الْإِسْلَامِ. قَالَ مَالِكٌ: الْمَخْرَفُ: النَّخْلُ. قَالَ أَبُو جَعْفَرٍ: دَفْعُ النَّبِيِّ ﷺ السَّلَبَ إِلَى أَبِي قَتَادَةَ بِإِقْرَارِ مَنْ هُوَ فِي يَدِهِ دَلِيلٌ عَلَى أَنَّ قَوْلَ النَّبِيِّ ﷺ: «مَنْ قَتَلَ قَتِيلًا لَهُ عَلَيْهِ بَيِّنَةٌ فَلَهُ سَلَبُهُ» إِنَّمَا أَرَادَ: مَنْ قَتَلَ قَتِيلًا وَلَهُ سَلَبٌ لَيْسَتْ عَلَيْهِ يَدُ الَّذِي يَدَّعِي أَنَّهُ قَاتِلُهُ. وَفِي ذَلِكَ مَا يَدُلُّ عَلَى أَنَّ الْإِمَامَ إِذَا قَالَ: مَنْ قَتَلَ قَتِيلًا فَلَهُ سَلَبُهُ، فَأُصِيبَ سَلَبُهُ بِيَدِ رَجُلٍ فَقَالَ: هُوَ سَلَبُ قَتِيلٍ قَتَلْتُهُ وَلَمْ يُعْلَمْ ذَلِكَ إِلَّا بِقَوْلِهِ، إِنَّ الْقَوْلَ فِي ذَلِكَ قَوْلُهُ. وَفِي قَوْلِ أَبِي قَتَادَةَ بِمَحْضَرِ رَسُولِ اللَّهِ ﷺ وَتَرْكِ رَسُولِ اللَّهِ ﷺ النَّكِيرَ عَلَيْهِ: مَنْ يَشْهَدُ لِي، دَلِيلٌ عَلَى أَنَّ الشَّاهِدَ يَكُونُ شَاهِدًا بِمَا عَلِمَ وَإِنْ لَمْ يَسْتَدْعِهِ ذَلِكَ الْمَشْهُودُ لَهُ",كتب السنه
 السنن المأثورة (باب ما جاء في الاعتكاف),للإمام محمد بن إدريس الشافعي,324, دار المعرفة - بيروت,١٤١١ هـ ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A8%D8%A7%D8%A8%20%D9%85%D8%A7%20%D8%AC%D8%A7%D8%A1%20%D9%81%D9%8A%20%D8%A7%D9%84%D8%A7%D8%B9%D8%AA%D9%83%D8%A7%D9%81.PNG?raw=true,"بَابُ مَا جَاءَ فِي الِاعْتِكَافِ
٣٥٦ - أَنْبَأَنَا مَالِكُ بْنُ أَنَسٍ، عَنْ يَزِيدَ بْنِ عَبْدِ اللَّهِ بْنِ الْهَادِ، عَنْ مُحَمَّدِ بْنِ إِبْرَاهِيمَ بْنِ الْحَارِثِ التَّيْمِيِّ، عَنْ أَبِي سَلَمَةَ بْنِ عَبْدِ الرَّحْمَنِ، عَنْ أَبِي سَعِيدٍ الْخُدْرِيِّ، أَنَّهُ قَالَ: كَانَ رَسُولُ اللَّهِ ﷺ يَعْتَكِفُ الْعَشْرَ الْوَسَطَ مِنْ رَمَضَانَ فَاعْتَكَفَ عَامًا حَتَّى إِذَا كَانَ لَيْلَةُ إِحْدَى وَعِشْرِينَ وَهِيَ اللَّيْلَةُ الَّتِي كَانَ يَخْرُجُ فِي صَبِيحَتِهَا مِنَ اعْتِكَافِهِ قَالَ: «مَنْ كَانَ اعْتَكَفَ مَعِي فَلْيَعْتَكِفِ الْعَشْرَ الْأَوَاخِرَ» وَقَالَ: «أُرِيتُ هَذِهِ اللَّيْلَةُ ثُمَّ أُنْسِيتُهَا» وَقَالَ: «رَأَيْتُنِي أَسْجُدُ مِنْ صَبِيحَتِهَا فِي مَاءٍ وَطِينٍ فَالْتَمِسُوهَا فِي الْعَشْرِ الْأَوَاخِرِ وَالْتَمِسُوهَا فِي كُلِّ وِتْرٍ» . قَالَ أَبُو سَعِيدٍ: فَأُمْطِرَتِ السَّمَاءُ مِنْ تِلْكَ اللَّيْلَةِ وَكَانَ الْمَسْجِدُ عَلَى عَرِيشٍ فَوَكَفَ الْمَسْجِدُ قَالَ أَبُو سَعِيدٍ: فَأَبْصَرَتْ عَيْنَايَ رَسُولَ اللَّهِ ﷺ انْصَرَفَ عَلَيْنَا وَعَلَى جَبْهَتِهِ وَأَنْفِهِ أَثَرُ الْمَاءِ وَالطِّينِ مِنْ صَبِيحَةِ إِحْدَى وَعِشْرِينَ """,كتب السنه
 السنن المأثورة (بَابُ مَا جَاءَ فِي صِيَامِ عَاشُورَاءَ),للإمام محمد بن إدريس الشافعي,315, دار المعرفة - بيروت,١٤١٢ هـ ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A8%D8%A7%D8%A8%20%D9%85%D8%A7%20%D8%AC%D8%A7%D8%A1%20%D9%81%D9%8A%20%D8%B5%D9%8A%D8%A7%D9%85%20%D8%B9%D8%A7%D8%B4%D9%88%D8%B1%D8%A7%D8%A1.PNG?raw=true,"بَابُ مَا جَاءَ فِي صِيَامِ عَاشُورَاءَ
٣٣٠ - حَدَّثَنَا سُفْيَانُ بْنُ عُيَيْنَةَ، قَالَ: سَمِعْتُ عُبَيْدَ اللَّهِ بْنَ أَبِي زَيْدٍ، قَالَ: سَمِعْتُ ابْنَ عَبَّاسٍ، يَقُولُ: مَا عَلِمْتُ النَّبِيَّ ﷺ صَامَ يَوْمًا يَتَحَرَّى فَضْلَهُ عَلَى الْأَيَّامِ إِلَّا هَذَا الْيَوْمَ يَعْنِي يَوْمَ عَاشُورَاءَ
٣٣١ - وَأَخْبَرَنَا يَحْيَى بْنُ حَسَّانَ، عَنِ اللَّيْثِ بْنِ سَعْدٍ، عَنْ نَافِعٍ، عَنْ عَبْدِ اللَّهِ بْنِ عُمَرَ، قَالَ: ذُكِرَ عِنْدَ رَسُولُ اللَّهِ ﷺ يَوْمُ عَاشُورَاءَ فَقَالَ رَسُولُ اللَّهِ ﷺ: «كَانَ يَوْمًا يَصُومُهُ أَهْلُ الْجَاهِلِيَّةِ فَمَنْ أَحَبَّ مِنْكُمْ أَنْ يَصُومَهُ فَلْيَصُمْهُ وَمَنْ كَرِهَ فَلْيَدَعْهُ»
٣٣٢ - وَأَخْبَرَنَا مُحَمَّدُ بْنُ إِسْمَاعِيلَ، عَنِ ابْنِ أَبِي ذِئْبٍ، عَنِ ابْنِ شِهَابٍ، عَنْ عُرْوَةَ، عَنْ عَائِشَةَ، زَوْجِ النَّبِيِّ ﷺ قَالَتْ: كَانَ رَسُولُ اللَّهِ ﷺ يَصُومُ عَاشُورَاءَ وَيَأْمُرُنَا بِصِيَامِهِ
٣٣٣ - وَأَخْبَرَنَا مُحَمَّدُ بْنُ إِسْمَاعِيلَ، عَنِ ابْنِ أَبِي ذِئْبٍ، عَنِ الْقَاسِمِ بْنِ عَبَّاسٍ، عَنْ عَبْدِ اللَّهِ بْنِ عُمَيْرٍ، عَنْ عَبْدِ اللَّهِ بْنِ عَبَّاسٍ، أَنَّ رَسُولَ اللَّهِ ﷺ قَالَ: «لَئِنْ سَلِمْتُ إِلَى قَابِلٍ لَأَصُومَنَّ الْيَوْمَ التَّاسِعَ»
٣٣٤ - حَدَّثَنَا سُفْيَانُ، عَنِ ابْنِ شِهَابٍ، عَنْ حُمَيْدِ بْنِ عَبْدِ الرَّحْمَنِ، قَالَ: سَمِعْتُ مُعَاوِيَةَ بْنَ أَبِي سُفْيَانَ، يَوْمَ عَاشُورَاءَ عَلَى مِنْبَرِ الْمَدِينَةِ وَأَخْرَجَ قُصَّةً مِنْ كُمِّهِ فَقَالَ: أَيْنَ عُلَمَاؤُكُمْ يَا أَهْلَ الْمَدِينَةِ؟ سَمِعْتُ رَسُولَ اللَّهِ ﷺ يَنْهَى عَنْ مِثْلِ هَذِهِ وَقَالَ: «إِنَّمَا هَلَكَتْ بَنُو إِسْرَائِيلَ حِينَ اتَّخَذَهَا نِسَاؤُهُمْ» ثُمَّ قَالَ: سَمِعْتُ رَسُولَ اللَّهِ ﷺ فِي هَذَا الْيَوْمِ يَقُولُ: «إِنِّي صَائِمٌ فَمَنْ شَاءَ فَلْيَصُمْ»",كتب السنه
 السنن المأثورة (بَابُ القنوت),للإمام محمد بن إدريس الشافعي,224, دار المعرفة - بيروت,١٤١٣ هـ ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D8%A8%D8%A7%D8%A8%20%D8%A7%D9%84%D9%82%D9%86%D9%88%D8%AA.PNG?raw=true,"بَاب الْقُنُوت
١٦٠ - أَنْبَأَنَا سُفْيَانُ بن عُيَيْنَة، عَنِ الزُّهْرِيِّ، عَنْ سَعِيدِ بْنِ الْمُسَيِّبِ، عَنْ أَبِي هُرَيْرَةَ: أَنَّ رَسُولَ اللَّهِ ﷺ لَمَّا رَفَعَ رَأْسَهُ مِنَ الرَّكْعَةِ الثَّانِيَةِ مِنَ الصُّبْحِ قَالَ: «اللَّهُمَّ أَنْجِ الْوَلِيدَ بْنَ الْوَلِيدِ وَسَلَمَةَ بْنَ هِشَامٍ وَعَيَّاشَ بْنَ أَبِي رَبِيعَةَ وَالْمُسْتَضْعَفِينَ بِمَكَّةَ، وَاشْدُدِ اللَّهُمَّ وَطْأَتَكَ عَلَى مُضَرَ ⦗٢٢٥⦘، وَاجْعَلْهَا عَلَيْهِمْ سِنِينَ كَسِنِي يُوسُفَ»
١٦١ - أَنْبَأَنَا عَبْدُ الْوَهَّابِ بْنُ عَبْدِ الْمَجِيدِ، عَنْ أَيُّوبَ السَّخْتِيَانِيِّ، عَنْ مُحَمَّدِ بْنِ سِيرِينَ، قَالَ: سَأَلْتُ أَنَسَ بْنَ مَالِكٍ عَنِ الْقُنُوتِ، فَقَالَ: قَنَتَ رَسُولُ اللَّهِ ﷺ بَعْدَ الرُّكُوعِ ""
١٦٢ - أَنْبَأَنَا سُفْيَانُ، عَنِ الزُّهْرِيِّ، عَنْ عَبَّادِ بْنِ تَمِيمٍ، عَنْ عَمِّهِ، قَالَ: شَكَا رَجُلٌ إِلَى النَّبِيِّ ﷺ أَنَّهُ يَجِدُ الشَّيْءَ فِي الصَّلَاةِ فَقَالَ: «لَا تَنْصَرِفْ حَتَّى تَجِدَ رِيحًا أَوْ تَسْمَعَ صَوْتًا»
١٦٣ - أَنْبَأَنَا سُفْيَانُ بْنُ عُيَيْنَةَ، عَنِ الزُّهْرِيِّ، عَنْ سَعِيدٍ، عَنْ أَبِي هُرَيْرَةَ، عَنِ النَّبِيِّ ﷺ قَالَ: «إِذَا كَانَ يَوْمُ الْجُمُعَةِ جَلَسَ عَلَى كُلِّ بَابٍ مَلَائِكَةٌ يَكْتُبُونَ النَّاسَ الْأَوَّلَ فَالْأَوَّلَ فَإِذَا جَلَسَ الْإِمَامُ طَوَوُا الصُّحُفَ وَاسْتَمَعُوا الْخُطْبَةَ فَالْمُهَجِّرُ إِلَى الصَّلَاةِ كَالْمُهْدِي بَدَنَةً ثُمَّ الَّذِي يَلِيهِ كَالْمُهْدِي بَقَرَةً وَالَّذِي يَلِيهِ كَالْمُهْدِي كَبْشًا وَالَّذِي يَلِيهِ كَالْمُهْدِي.» حَتَّى ذَكَرَ الدَّجَاجَةَ وَالْبَيْضَةَ
١٦٤ - حَدَّثَنَا مُحَمَّدُ بْنُ إِسْمَاعِيلَ، عَنِ ابْنِ أَبِي ذِئْبٍ، عَنِ ابْنِ شِهَابٍ، عَنْ أَبِي عَبْدِ اللَّهِ الْأَغَرِّ، عَنْ أَبِي هُرَيْرَةَ، رضي الله عنه أَنَّ رَسُولَ اللَّهِ ﷺ قَالَ: «إِذَا كَانَ يَوْمُ الْجُمُعَةُ جَلَسَتِ الْمَلَائِكَةُ عَلَى أَبْوَابِ الْمَسْجِدِ يَكْتُبُونَ ⦗٢٢٧⦘ النَّاسَ الْأَوَّلَ فَالْأَوَّلَ فَكَالَّذِي يُهْدِي بَدَنَةً ثُمَّ كَالَّذِي يُهْدِي بَقَرَةً ثُمَّ كَالَّذِي يُهْدِي كَبْشًا ثُمَّ كَالَّذِي يُهْدِي دَجَاجَةً ثُمَّ كَالَّذِي يُهْدِي بَيْضَةً فَإِذَا خَرَجَ الْإِمَامُ طَوَوُا الصُّحُفَ وَجَلَسُوا يَسْتَمِعُونَ الذِّكْرَ»
١٦٥ - أَنْبَأَنَا مَالِكُ بْنُ أَنَسٍ، عَنْ سُمَيٍّ، مَوْلَى أَبِي بَكْرِ بْنِ عَبْدِ الرَّحْمَنِ، عَنْ أَبِي صَالِحٍ السَّمَّانِ، عَنْ أَبِي هُرَيْرَةَ، أَنَّ رَسُولَ اللَّهِ ﷺ قَالَ: «مَنِ اغْتَسَلَ يَوْمَ الْجُمُعَةِ غُسْلَ الْجَنَابَةِ ثُمَّ رَاحَ فَكَأَنَّمَا قَرَّبَ بَدَنَةً وَمَنْ رَاحَ فِي السَّاعَةِ الثَّانِيَةِ فَكَأَنَّمَا قَرَّبَ بَقَرَةً وَمَنْ رَاحَ فِي السَّاعَةِ الثَّالِثَةِ فَكَأَنَّمَا قَرَّبَ كَبْشًا أَقْرَنَ وَمَنْ رَاحَ فِي السَّاعَةِ الرَّابِعَةِ فَكَأَنَّمَا قَرَّبَ دَجَاجَةً وَمَنْ رَاحَ فِي السَّاعَةِ الْخَامِسَةِ فَكَأَنَّمَا قَرَّبَ بَيْضَةً فَإِذَا خَرَجَ الْإِمَامُ حَضَرَتِ الْمَلَائِكَةُ يَسْتَمِعُونَ الذِّكْرَ»",كتب السنه
الكتاب لسيبويه,"عمرو بن عثمان بن قنبر الحارثي بالولاء، أبو بشر، الملقب سيبويه",466,"مكتبة الخانجي، القاهرة", ١٤٠٨ هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D9%83%D8%AA%D8%A7%D8%A8%20%D8%B3%D9%8A%D8%A8%D9%88%D9%8A%D8%A9.PNG?raw=true,الغلاف وبيانات الكتاب ,النحو والصرف
الكتاب لسيبويه (هذا باب علم الكَلِمُ من العربية),"عمرو بن عثمان بن قنبر الحارثي بالولاء، أبو بشر، الملقب سيبويه",467,"مكتبة الخانجي، القاهرة", ١٤٠٩ هـ,https://github.com/Ahmed-Mohamed-Ali2023/heritage-audio-library/blob/main/images/%D9%87%D8%B0%D8%A7%20%D8%A8%D8%A7%D8%A8%20%D8%B9%D9%84%D9%85%20%D8%A7%D9%84%D9%83%D9%84%D9%85.PNG?raw=true,"هذا باب علم الكَلِمُ من العربية
فالكَلِم: اسمٌ، وفِعْلٌ، وحَرْفٌ جاء لمعنّى ليس باسم ولا فعل.
فالاسمُ: رجلٌ، وفرسٌ، وحائط.
وأما الفعل فأمثلة أُخذتْ من لفظ أحداث الأسماء، وبُنيتْ لما مضى، ولما يكون ولم يقع، وما هو كائن لم ينَقطع.
فأما بناء ما مضى فذَهَبَ وسَمِعِ ومِكُث وحُمِدَ. وأما بناء ما لم يقع فإنّه قولك آمِرًا: اذهَب واقتُلْ واضرِبْ، ومخبرًا: يَقْتُلُ ويَذهَبُ ويَضرِبُ ويُقْتَلُ ويُضرَبُ. وكذلك بناء ما لم يَنقطع وهو كائن إذا أخبرتَ.
فهذه الأمثلة التي أُخذت من لفظ أحداث الأسماء، ولها أبنية كثيرة ستبيَّن إن شاء الله.
والأحداث نحو الضَّرْبِ والحمد والقتل.
وأما ما جاء لمعنّى وليس باسم ولا فعلٍ فنحو: ثُمَّ، وسَوْف، وواو القسم ولام الإضافة، ونحوها.",النحو والصرف
أبو عبد الله المصعب بن عبد الله بن المصعب الزبيري (١٥٦ - ٢٣٦ هـ),أبو عبد الله المصعب بن عبد الله بن المصعب الزبيري,445," دار المعارف، القاهرة",1402 ه ,https://www.alalbany.org/library/uploads/covers/7920174/593515591/alalbany-d0f94028d3c778eeb162af1b4146daf7544a2e6a.jpg,"بسم الله الرحمن الرحيم
وصلى الله على سيدنا ومولانا محمد وعلى آله وصحبه وسلم
الجزء الأول
أخبرنا محمد بن معاوية بن عبد الرحمن بن معاوية بن إسحاق بن عبد الله ابن معاوية بن هشام بن عبد الملك بن مروان رحمهم الله قال: حدثنا أبو إسحاق إبراهيم بن موسى بن جميل الأندلسي بمصر، قال: حدثنا أبو بكر أحمد بن زهير بن حرب بن شداد النسائي البغدادي المعروف بابن أبي خيثمة، قال: حدثنا أبو عبد الله المصعب بن عبد الله بن ثابت بن عبد الله ابن الزبير بن العوام بن خويلد بن أسد بن عبد العزى بن قصي بن كلاب، وقرأ علي: «قال أبو عبد الله: قال محمد بن شهاب ابن مسلم بن عبيد الله بن عبد الله ابن شهاب بن عبد الله بن الحارث بن زهرة بن كلاب الزهري»:",الانساب
